,gprs_ticket_id,waybill_no,schedule_no,trip_no,etim_no,route_no,route_id,transaction_no,ticket_no,tkt_type_short_code,tkt_sub_type_short_code,from_stop_seq_no,from_bus_stop_code_english,from_bus_stop_id,till_stop_seq_no,till_bus_stop_code_english,till_bus_stop_id,travelled_km,px_count,lugg_units,px_total_amount,lugg_total_amount,toll_amt,total_ticket_amount,concession_type,group_ticket_mode,payment_mode,ticket_date,ticket_time,upload_flag,bus_service_id,fare_type,depot_id,vehicle_no,ticket_code,pass_id_no,epurse_card_no,epurse_card_issuer_name,epurse_curr_amount_qstr,epurse_last_amount_qstr,epurse_last_waybill_no_qstr,epurse_last_tkt_no,epurse_last_tkt_date,epurse_last_tkt_time,epurse_last_from_stop_code,epurse_last_to_stop_code,tkt_printed_flag,shift_no,trip_status,trip_end_condition,waybill_type,schedule_id,conductor_token_id,rate_fare_id,service_tax_amt,stage_ticket,inserted_by,inserted_date
10,261290337,D1016081400205,301D/2,4,325-718-607,301-DUP,25966,85,76,1,AD,46,HSKTHSS,625,49,HSKSTP,618,,1,0,5,0,0,5,0,0,0,8/14/2016,11:10:58,N,1,N,41,KA01F4759,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,29463,10984,12,0,0,1,8/14/2016 12:26
11,261290338,D1016081400205,301D/2,4,325-718-607,301-DUP,25966,86,0,0,TL,49,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/14/2016,11:27:19,N,1,N,41,KA01F4759,0,0,0,0,0,0,0,0,0,0,0,0,N,1,N,0,T,29463,10984,12,0,0,1,8/14/2016 12:26
12,261290339,D1016081400205,301D/2,5,325-718-607,HSK-HRM-BMT10DN,33200,87,0,0,TS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/14/2016,11:27:22,N,1,N,41,KA01F4759,1.0.3.323,3871,0,0,0,0,0,0,0,0,0,0,N,1,N,0,T,29463,10984,12,0,0,1,8/14/2016 12:26
13,261290340,D1016081400205,301D/2,5,325-718-607,HSK-HRM-BMT10DN,33200,88,77,1,AD,1,HSKTBTP,619,23,KCHDR1,1749,,2,0,50,0,6,50,0,0,0,8/14/2016,11:35:17,N,1,N,41,KA01F4759,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,29463,10984,12,0,0,1,8/14/2016 12:26
14,261290341,D0616081400056,SBS-1K/7,5,325-719-447,SBS-1KUP,18747,73,53,1,AD,14,MPH,4742,24,KDLGTE,133,,1,0,17,0,0,17,0,0,0,8/14/2016,9:47:10,N,1,N,14,KA01FA2285,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,12343,7115,12,0,0,1,8/14/2016 12:26
15,261290342,D0616081400056,SBS-1K/7,5,325-719-447,SBS-1KUP,18747,74,54,1,AD,14,MPH,4742,24,KDLGTE,133,,1,0,17,0,0,17,0,0,0,8/14/2016,9:48:17,N,1,N,14,KA01FA2285,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,12343,7115,12,0,0,1,8/14/2016 12:26
16,261290343,D0616081400056,SBS-1K/7,5,325-719-447,SBS-1KUP,18747,75,55,1,AD,17,HALMG,1484,28,VRTKD1,395,,1,0,19,0,0,19,0,0,0,8/14/2016,9:53:04,N,1,N,14,KA01FA2285,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,12343,7115,12,0,0,1,8/14/2016 12:26
17,261290344,D0616081400056,SBS-1K/7,5,325-719-447,SBS-1KUP,18747,76,56,1,AD,17,HALMG,1484,38,KDG0,2092,,2,0,42,0,0,42,0,0,0,8/14/2016,9:53:34,N,1,N,14,KA01FA2285,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,12343,7115,12,0,0,1,8/14/2016 12:26
18,261290345,D0616081400056,SBS-1K/7,5,325-719-447,SBS-1KUP,18747,77,57,1,AD,17,HALMG,1484,24,KDLGTE,133,,1,0,14,0,0,14,0,0,0,8/14/2016,9:53:53,N,1,N,14,KA01FA2285,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,12343,7115,12,0,0,1,8/14/2016 12:26
19,261290346,D0616081400056,SBS-1K/7,5,325-719-447,SBS-1KUP,18747,78,58,1,AD,19,HALPS1,149,21,MRH,6946,,3,0,15,0,0,15,0,0,0,8/14/2016,9:55:00,N,1,N,14,KA01FA2285,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,12343,7115,12,0,0,1,8/14/2016 12:26
20,261290347,D0616081400056,SBS-1K/7,5,325-719-447,SBS-1KUP,18747,79,59,1,AD,19,HALPS1,149,21,MRH,6946,,2,0,10,0,0,10,0,0,0,8/14/2016,9:55:58,N,1,N,14,KA01FA2285,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,12343,7115,12,0,0,1,8/14/2016 12:26
21,261290348,D0616081400056,SBS-1K/7,5,325-719-447,SBS-1KUP,18747,80,60,1,AD,21,MRH,6946,34,HP F,6919,,1,0,19,0,0,19,0,0,0,8/14/2016,10:01:49,N,1,N,14,KA01FA2285,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,12343,7115,12,0,0,1,8/14/2016 12:26
22,261290349,D0616081400056,SBS-1K/7,5,325-719-447,SBS-1KUP,18747,81,61,1,AD,21,MRH,6946,34,HP F,6919,,4,0,76,0,0,76,0,0,0,8/14/2016,10:02:01,N,1,N,14,KA01FA2285,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,12343,7115,12,0,0,1,8/14/2016 12:26
23,261290350,D0616081400056,SBS-1K/7,5,325-719-447,SBS-1KUP,18747,82,62,1,AD,21,MRH,6946,31,WFPO1,139,,1,0,17,0,0,17,0,0,0,8/14/2016,10:02:24,N,1,N,14,KA01FA2285,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,12343,7115,12,0,0,1,8/14/2016 12:26
24,261290351,D0216081400017,213K/1,3,325-703-050,213-KUP,32403,18,15,1,AD,19,KKC,745,47,GDAJYT,10919,,1,0,23,0,0,23,0,0,0,8/14/2016,12:22:08,N,1,N,31,KA57F0117,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,20789,13512,12,0,0,1,8/14/2016 12:26
25,261290352,D0216081400017,213K/1,3,325-703-050,213-KUP,32403,19,16,1,AD,19,KKC,745,47,GDAJYT,10919,,1,0,23,0,0,23,0,0,0,8/14/2016,12:22:12,N,1,N,31,KA57F0117,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,20789,13512,12,0,0,1,8/14/2016 12:26
26,261290353,D0216081400017,213K/1,3,325-703-050,213-KUP,32403,20,17,1,SC,19,KKC,745,36,KGP0,1090,,1,0,14,0,0,14,0,0,0,8/14/2016,12:22:55,N,1,N,31,KA57F0117,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,20789,13512,12,0,0,1,8/14/2016 12:26
27,261290354,D0216081400017,213K/1,3,325-703-050,213-KUP,32403,21,18,1,AD,19,KKC,745,41,NLC,1062,,1,0,21,0,0,21,0,0,0,8/14/2016,12:23:17,N,1,N,31,KA57F0117,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,20789,13512,12,0,0,1,8/14/2016 12:26
28,261290355,D0216081400017,213K/1,3,325-703-050,213-KUP,32403,22,19,1,AD,19,KKC,745,36,KGP0,1090,,1,0,19,0,0,19,0,0,0,8/14/2016,12:23:50,N,1,N,31,KA57F0117,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,20789,13512,12,0,0,1,8/14/2016 12:26
29,261290356,D0216081400017,213K/1,3,325-703-050,213-KUP,32403,23,20,1,AD,19,KKC,745,47,GDAJYT,10919,,1,0,23,0,0,23,0,0,0,8/14/2016,12:24:13,N,1,N,31,KA57F0117,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,20789,13512,12,0,0,1,8/14/2016 12:26
30,261290357,D1716081400023,401K/1,5,325-740-651,401-EUP,5668,174,0,4,PA,,,0,62,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,12:14:40,N,1,N,25,KA01F9296,0,9,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,31211,6292,12,0,0,1,8/14/2016 12:26
31,261290358,D1716081400023,401K/1,5,325-740-651,401-EUP,5668,175,0,4,PA,,,0,62,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,12:14:43,N,1,N,25,KA01F9296,0,0,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,31211,6292,12,0,0,1,8/14/2016 12:26
32,261290359,D1716081400023,401K/1,5,325-740-651,401-EUP,5668,176,0,4,PA,,,0,62,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,12:14:47,N,1,N,25,KA01F9296,0,6,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,31211,6292,12,0,0,1,8/14/2016 12:26
33,261290360,D1716081400023,401K/1,5,325-740-651,401-EUP,5668,177,0,4,PA,,,0,62,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,12:14:52,N,1,N,25,KA01F9296,0,9,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,31211,6292,12,0,0,1,8/14/2016 12:26
34,261290361,D1716081400023,401K/1,5,325-740-651,401-EUP,5668,178,0,4,PA,,,0,62,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,12:14:55,N,1,N,25,KA01F9296,0,3,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,31211,6292,12,0,0,1,8/14/2016 12:26
35,261290362,D1716081400023,401K/1,5,325-740-651,401-EUP,5668,179,0,4,PA,,,0,62,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,12:14:58,N,1,N,25,KA01F9296,0,8,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,31211,6292,12,0,0,1,8/14/2016 12:26
36,261290363,D1716081400023,401K/1,5,325-740-651,401-EUP,5668,180,0,4,PA,,,0,62,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,12:15:01,N,1,N,25,KA01F9296,0,5,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,31211,6292,12,0,0,1,8/14/2016 12:26
37,261290364,D1716081400023,401K/1,5,325-740-651,401-EUP,5668,181,0,4,PA,,,0,62,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,12:15:04,N,1,N,25,KA01F9296,0,3,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,31211,6292,12,0,0,1,8/14/2016 12:26
38,261290365,D1716081400023,401K/1,5,325-740-651,401-EUP,5668,182,0,4,PA,,,0,62,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,12:15:07,N,1,N,25,KA01F9296,0,9,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,31211,6292,12,0,0,1,8/14/2016 12:26
39,261290366,D1716081400023,401K/1,5,325-740-651,401-EUP,5668,183,0,4,PA,,,0,62,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,12:15:14,N,1,N,25,KA01F9296,0,0,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,31211,6292,12,0,0,1,8/14/2016 12:26
40,261290367,D1016081400187,302E/1,8,325-718-633,302-EUP,26294,163,0,4,MP,,,0,27,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,11:40:32,N,1,N,41,KA01F8959,0,334,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,19776,8230,12,0,0,1,8/14/2016 12:26
41,261290368,D1016081400187,302E/1,8,325-718-633,302-EUP,26294,164,0,4,MP,,,0,27,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,11:40:51,N,1,N,41,KA01F8959,0,186,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,19776,8230,12,0,0,1,8/14/2016 12:26
42,261290369,D1016081400187,302E/1,8,325-718-633,302-EUP,26294,165,0,4,MP,,,0,27,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,11:40:59,N,1,N,41,KA01F8959,0,171,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,19776,8230,12,0,0,1,8/14/2016 12:26
43,261290370,D1016081400187,302E/1,8,325-718-633,302-EUP,26294,166,0,4,MP,,,0,27,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,11:45:48,N,1,N,41,KA01F8959,0,313,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,19776,8230,12,0,0,1,8/14/2016 12:26
44,261290371,D1016081400187,302E/1,8,325-718-633,302-EUP,26294,167,0,4,MP,,,0,27,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,11:45:54,N,1,N,41,KA01F8959,0,385,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,19776,8230,12,0,0,1,8/14/2016 12:26
45,261290372,D1016081400187,302E/1,8,325-718-633,302-EUP,26294,168,0,4,MP,,,0,27,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,11:46:06,N,1,N,41,KA01F8959,0,459,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,19776,8230,12,0,0,1,8/14/2016 12:26
46,261290373,D1016081400187,302E/1,8,325-718-633,302-EUP,26294,169,0,4,DP,,,0,27,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,11:46:14,N,1,N,41,KA01F8959,0,896,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,19776,8230,12,0,0,1,8/14/2016 12:26
47,261290374,D1016081400187,302E/1,8,325-718-633,302-EUP,26294,170,84,1,AD,7,MGR1,3327,26,KLNG,2302,,1,0,20,0,0,20,0,0,0,8/14/2016,11:47:16,N,1,N,41,KA01F8959,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,19776,8230,12,0,0,1,8/14/2016 12:26
48,261290375,D1016081400187,302E/1,8,325-718-633,302-EUP,26294,171,0,4,MP,,,0,27,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,11:48:08,N,1,N,41,KA01F8959,0,405,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,19776,8230,12,0,0,1,8/14/2016 12:26
49,261290376,D1016081400187,302E/1,8,325-718-633,302-EUP,26294,172,0,4,MP,,,0,27,0,0,0,1,0,0,0,0,0,0,0,0,8/14/2016,11:51:07,N,1,N,41,KA01F8959,0,856,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,19776,8230,12,0,0,1,8/14/2016 12:26
0,255389744,D0316080900203,330/5,7,325-739-799,330UP,20758,127,115,1,AD,1,SBS0,480,16,HALMG,1484,,1,0,19,0,0,19,0,0,0,8/9/2016,19:46:48,N,1,N,32,KA42F1675,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,29186,252,12,0,0,1,8/9/2016 19:54
1,255389745,D2316080900017,500D/40,4,325-721-340,500-DDN,19396,163,156,1,SC,23,KR RLY,411,39,HBLB,7502,,1,0,15,0,0,15,0,0,0,8/9/2016,19:46:58,N,1,N,45,KA53F0198,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,16331,5093,12,0,0,1,8/9/2016 19:54
2,255389746,D2316080900017,500D/40,4,325-721-340,500-DDN,19396,164,157,1,AD,23,KR RLY,411,35,NAGJN,417,,1,0,19,0,0,19,0,0,0,8/9/2016,19:47:12,N,1,N,45,KA53F0198,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,16331,5093,12,0,0,1,8/9/2016 19:54
3,255389747,D2316080900017,500D/40,4,325-721-340,500-DDN,19396,165,158,1,AD,23,KR RLY,411,37,VRPC,4970,,1,0,19,0,0,19,0,0,0,8/9/2016,19:47:23,N,1,N,45,KA53F0198,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,16331,5093,12,0,0,1,8/9/2016 19:54
4,255389748,D2316080900017,500D/40,4,325-721-340,500-DDN,19396,166,159,1,AD,23,KR RLY,411,31,KLNGRA,7506,,1,0,17,0,0,17,0,0,0,8/9/2016,19:47:31,N,1,N,45,KA53F0198,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,16331,5093,12,0,0,1,8/9/2016 19:54
5,255389749,D2316080900017,500D/40,4,325-721-340,500-DDN,19396,167,160,1,AD,23,KR RLY,411,37,VRPC,4970,,1,0,19,0,0,19,0,0,0,8/9/2016,19:47:44,N,1,N,45,KA53F0198,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,16331,5093,12,0,0,1,8/9/2016 19:54
6,255389750,D2316080900017,500D/40,4,325-721-340,500-DDN,19396,168,161,1,AD,23,KR RLY,411,37,VRPC,4970,,1,0,19,0,0,19,0,0,0,8/9/2016,19:47:50,N,1,N,45,KA53F0198,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,16331,5093,12,0,0,1,8/9/2016 19:54
7,255389751,D2316080900017,500D/40,4,325-721-340,500-DDN,19396,169,162,1,AD,23,KR RLY,411,37,VRPC,4970,,1,0,19,0,0,19,0,0,0,8/9/2016,19:47:58,N,1,N,45,KA53F0198,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,16331,5093,12,0,0,1,8/9/2016 19:54
8,255389752,D2716080900201,BC-3A/1,12,325-738-893,BC-3ADN,21322,240,0,0,TL,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/9/2016,19:48:06,N,1,N,36,KA01FA0516,0,0,0,0,0,0,0,0,0,0,0,0,N,2,N,0,T,13938,4214,12,0,0,1,8/9/2016 19:54
9,255389753,D2716080900201,BC-3A/1,13,325-738-893,BC-3AUP,21321,241,0,0,TS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/9/2016,19:48:09,N,1,N,36,KA01FA0516,1.0.3.323,3944,0,0,0,0,0,0,0,0,0,0,N,2,N,0,T,13938,4214,12,0,0,1,8/9/2016 19:54
10,255389754,D2116080900181,217/1,6,325-739-523,217UP,16501,131,122,1,AD,15,BSK1,8,27,CGPL2,10046,,1,0,19,0,0,19,0,0,0,8/9/2016,19:44:18,N,1,N,26,KA01FA2115,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,7418,5187,12,0,0,1,8/9/2016 19:54
11,255389755,D2116080900181,217/1,6,325-739-523,217UP,16501,132,123,1,AD,15,BSK1,8,27,CGPL2,10046,,1,0,19,0,0,19,0,0,0,8/9/2016,19:44:45,N,1,N,26,KA01FA2115,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,7418,5187,12,0,0,1,8/9/2016 19:54
12,255389756,D1316080900121,V-500K/2,7,325-743-400,V-500CAUP,28228,72,61,1,AD,21,CLA,7030,27,MTDB,2619,,1,0,22,0,0,22,0,0,0,8/9/2016,19:40:19,N,3,N,11,KA57F0971,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24874,14658,4,2,8,1,8/9/2016 19:54
13,255389757,D1316080900121,V-500K/2,7,325-743-400,V-500CAUP,28228,73,62,1,AD,21,CLA,7030,37,GRPI,2041,,1,0,53,0,0,53,0,0,0,8/9/2016,19:40:43,N,3,N,11,KA57F0971,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24874,14658,4,3,8,1,8/9/2016 19:54
14,255389758,D1316080900121,V-500K/2,7,325-743-400,V-500CAUP,28228,74,63,1,AD,21,CLA,7030,31,KUDGT,2071,,2,0,76,0,0,76,0,0,0,8/9/2016,19:41:23,N,3,N,11,KA57F0971,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24874,14658,4,6,8,1,8/9/2016 19:54
15,255389759,D1316080900121,V-500K/2,7,325-743-400,V-500CAUP,28228,75,64,1,AD,21,CLA,7030,31,KUDGT,2071,,1,0,38,0,0,38,0,0,0,8/9/2016,19:42:02,N,3,N,11,KA57F0971,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24874,14658,4,3,8,1,8/9/2016 19:54
16,255389760,D1316080900121,V-500K/2,7,325-743-400,V-500CAUP,28228,76,65,1,AD,21,CLA,7030,34,AECSL-1,6930,,1,0,48,0,0,48,0,0,0,8/9/2016,19:42:26,N,3,N,11,KA57F0971,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24874,14658,4,3,8,1,8/9/2016 19:54
17,255389761,D1316080900121,V-500K/2,7,325-743-400,V-500CAUP,28228,77,66,1,AD,21,CLA,7030,27,MTDB,2619,,1,0,22,0,0,22,0,0,0,8/9/2016,19:42:43,N,3,N,11,KA57F0971,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24874,14658,4,2,8,1,8/9/2016 19:54
18,255389762,D1316080900121,V-500K/2,7,325-743-400,V-500CAUP,28228,78,67,1,AD,21,CLA,7030,27,MTDB,2619,,1,0,22,0,0,22,0,0,0,8/9/2016,19:42:57,N,3,N,11,KA57F0971,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24874,14658,4,2,8,1,8/9/2016 19:54
19,255389763,D1316080900121,V-500K/2,7,325-743-400,V-500CAUP,28228,79,68,1,AD,21,CLA,7030,31,KUDGT,2071,,1,0,38,0,0,38,0,0,0,8/9/2016,19:43:13,N,3,N,11,KA57F0971,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24874,14658,4,3,8,1,8/9/2016 19:54
20,255389764,D1316080900121,V-500K/2,7,325-743-400,V-500CAUP,28228,80,69,1,AD,21,CLA,7030,27,MTDB,2619,,3,0,66,0,0,66,0,0,0,8/9/2016,19:43:46,N,3,N,11,KA57F0971,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24874,14658,4,6,8,1,8/9/2016 19:54
21,255389765,D1316080900121,V-500K/2,7,325-743-400,V-500CAUP,28228,81,70,1,AD,21,CLA,7030,31,KUDGT,2071,,1,0,38,0,0,38,0,0,0,8/9/2016,19:44:10,N,3,N,11,KA57F0971,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24874,14658,4,3,8,1,8/9/2016 19:54
22,255389766,D0416080900157,60A/9,8,325-739-784,60-AUP,24880,90,77,1,AD,9,SRSC5,5189,15,CMRJPT,2713,,1,0,5,0,0,5,0,0,0,8/9/2016,19:35:43,N,1,N,33,KA01FA2027,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,30649,4935,12,0,0,1,8/9/2016 19:54
23,255389767,D0416080900157,60A/9,8,325-739-784,60-AUP,24880,91,78,1,AD,15,CMRJPT,2713,33,MRNB,10273,,1,0,17,0,0,17,0,0,0,8/9/2016,19:39:59,N,1,N,33,KA01FA2027,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,30649,4935,12,0,0,1,8/9/2016 19:54
24,255389768,D0616080900309,500D/60,7,325-719-460,305-DDN,3928,82,69,1,AD,17,KR RLY,411,22,ISOLH,339,,2,0,24,0,0,24,0,0,0,8/9/2016,19:48:47,N,1,N,14,KA42F1668,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,17426,1611,12,0,0,1,8/9/2016 19:54
25,255389769,D0616080900309,500D/60,7,325-719-460,305-DDN,3928,83,70,1,AD,17,KR RLY,411,25,HLS,476,,1,0,14,0,0,14,0,0,0,8/9/2016,19:49:49,N,1,N,14,KA42F1668,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,17426,1611,12,0,0,1,8/9/2016 19:54
26,255389770,D0616080900309,500D/60,7,325-719-460,305-DDN,3928,84,71,1,AD,17,KR RLY,411,19,BGH,5806,,4,0,20,0,0,20,0,0,0,8/9/2016,19:50:07,N,1,N,14,KA42F1668,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,17426,1611,12,0,0,1,8/9/2016 19:54
